class,depth
wd:Q525397,0
N56ebf89112214a09acd1e7e8a9ef3759,0
wd:Q385164,0
Nd880c655437047809520757dfc0ee89f,0
wd:Q7300165,0
wd:Q5881610,0
wd:Q80952,0
wd:Q38134095,0
wd:Q15463116,0
wd:Q446966,0
wd:Q1481938,0
wd:Q3926105,0
wd:Q200352,0
wd:Q932689,0
wd:Q217844,0
wd:Q8068886,0
wd:Q24719719,0
wd:Q1298380,0
wd:Q467400,0
wd:Q4996251,0
wd:Q221205,0
wd:Q6496126,0
wd:Q897765,0
N6f884feab127456d89eff9f47af8c6e7,0
Nbec4693db7d6436ab43ae2b9863ff792,0
wd:Q31300263,0
wd:Q299176,0
wd:Q12057022,0
wd:Q153564,0
wd:Q2912966,0
wd:Q3393683,0
Naecf751397764ff9a6cb770ef35317c2,0
wd:Q24785143,0
wd:Q1300725,0
wd:Q1702885,0
wd:Q22681018,0
N70402533c1894e5b87a15f76178896a5,0
N720ae9ea2c6a413b8fd2124885239ec4,0
wd:Q27043330,0
wd:Q1737250,0
wd:Q1426493,0
N174026784da24841a02f5ebda3848152,0
wd:Q205757,0
wd:Q3418492,0
wd:Q10537307,0
wd:Q16511984,0
wd:Q4025234,0
N82e7490e6e5b4ed5ad63416ace1e04b9,0
wd:Q481250,0
wd:Q2453,0
wd:Q5096918,0
wd:Q1817883,0
wd:Q625713,0
wd:Q24784827,0
wd:Q6034516,0
wd:Q5503624,0
wd:Q189838,0
wd:Q27492289,0
wd:Q21368324,0
wd:Q4842222,0
wd:Q13785326,0
wd:Q22298492,0
wd:Q8041858,0
wd:Q3315298,0
wd:Q1976715,0
wd:Q257670,0
wd:Q36532,0
wd:Q1543464,0
wd:Q247830,0
wd:Q3917399,0
wd:Q690109,0
wd:Q488051,0
wd:Q1925663,0
wd:Q479048,0
wd:Q5772804,0
wd:Q2860105,0
wd:Q1397302,0
wd:Q432392,0
wd:Q448958,0
wd:Q2301073,0
wd:Q2783,0
wd:Q2306510,0
Nf545b2a88ede4b85a1ed3e667e5c998c,0
wd:Q6899301,0
wd:Q22980916,0
wd:Q42934,0
wd:Q23309217,0
wd:Q1851434,0
wd:Q11471338,0
wd:Q1109404,0
wd:Q1278294,0
wd:Q31298588,0
N53ea316e1ac249eb959e6ea6b5340916,0
wd:Q10337670,0
wd:Q10811,0
wd:Q27236651,0
wd:Q447131,0
wd:Q7003025,0
wd:Q189796,0
wd:Q2164944,0
wd:Q2822958,0
wd:Q3802884,0
wd:Q17188270,0
wd:Q27569220,0
wd:Q7991613,0
wd:Q7076896,0
wd:Q2461535,0
wd:Q3044817,0
wd:Q572959,0
wd:Q4690199,0
N950a29a9cff345dd9b811ef6c2428b9d,0
wd:Q24780673,0
wd:Q3587169,0
wd:Q25292,0
wd:Q3001050,0
N78ad1a4fd8964b56b7f5751abf0f04bc,0
wd:Q1558043,0
wd:Q237757,0
wd:Q2625,0
wd:Q1497335,0
wd:Q442927,0
wd:Q2955217,0
wd:Q35148,0
wd:Q244813,0
N320db1068a0b4fe3a7fd00632ccb3aee,0
wd:Q15895974,0
wd:Q19956849,0
wd:Q38859,0
wd:Q3178478,0
wd:Q774583,0
wd:Q7374547,0
wd:Q477379,0
wd:Q2951241,0
wd:Q3556994,0
wd:Q2790844,0
wd:Q15788,0
Nbcb56dafcd0947f9a7d8dca545b711aa,0
wd:Q11237484,0
wd:Q2067937,0
wd:Q773526,0
wd:Q147487,0
N2938e0b3828b423792ef3ff1ac6fe450,0
wd:Q2498771,0
wd:Q187300,0
wd:Q1269448,0
wd:Q1514879,0
wd:Q1665188,0
N6b5edcfdff9844a4b0b642a884b65c7f,0
wd:Q4801243,0
wd:Q3305194,0
wd:Q11961906,0
wd:Q16798079,0
wd:Q11152,0
wd:Q11722517,0
wd:Q506710,0
wd:Q2575989,0
N7c0b1c693ac34f69bfdba874a6bc86a9,0
Nc069547689544559908773f614950c2a,0
wd:Q33279,0
wd:Q356648,0
wd:Q1151125,0
wd:Q493093,0
wd:Q129570,0
wd:Q8229,0
N52378f704de4402ea5d5a3eb08d482e8,0
wd:Q1548383,0
wd:Q1332544,0
wd:Q24725941,0
wd:Q522344,0
wd:Q29550193,0
wd:Q27921877,0
wd:Q1597325,0
wd:Q1585316,0
N4e77065fd3c24e1aa394ddf9c7a08ffe,0
wd:Q2136103,0
wd:Q322787,0
wd:Q24752242,0
wd:Q11469230,0
wd:Q865042,0
wd:Q949350,0
wd:Q59115,0
wd:Q11920950,0
wd:Q19935991,0
wd:Q2721449,0
wd:Q422714,0
wd:Q24616,0
wd:Q1314470,0
wd:Q8170843,0
wd:Q3967972,0
wd:Q1391434,0
wd:Q80680,0
N8b2cc344dd49477d9c7879df78934348,0
wd:Q1267055,0
wd:Q901718,0
wd:Q1520014,0
wd:Q30025644,0
wd:Q4330203,0
wd:Q7629702,0
wd:Q1339539,0
wd:Q15804899,0
wd:Q13743995,0
Ne033f74fa2a54864b6128d59bbab9fdb,0
wd:Q636056,0
wd:Q1743914,0
wd:Q927885,0
wd:Q27225643,0
wd:Q2915573,0
wd:Q2305012,0
wd:Q4608419,0
wd:Q29050118,0
wd:Q25916,0
wd:Q820362,0
wd:Q706825,0
wd:Q1322614,0
wd:Q194290,0
N5b36b7e82900446c9c4394d6232083b9,0
wd:Q26266060,0
wd:Q11421035,0
wd:Q94,0
wd:Q2339879,0
wd:Q10638260,0
wd:Q2140450,0
N1105345654664bbbbff52808eac20fa3,0
wd:Q1438414,0
wd:Q24786612,0
wd:Q3775122,0
wd:Q24577393,0
wd:Q1306994,0
wd:Q1407120,0
wd:Q2396770,0
wd:Q30143176,0
wd:Q2777436,0
N33c1f5b9a9b744089343ae3ac8bc6750,0
Nb97de8d1d7294c4b80e22619db0f57d7,0
wd:Q2565398,0
wd:Q177784,0
wd:Q3386209,0
N074e3168939b491f907ed9c627f21555,0
wd:Q25882,0
wd:Q630954,0
wd:Q2831985,0
wd:Q18418423,0
wd:Q6963796,0
wd:Q908349,0
wd:Q469382,0
N9ed21d8aa1914014a16b67a056b302d8,0
wd:Q641878,0
wd:Q5186240,0
wd:Q651118,0
wd:Q2313,0
N9609346cb17a4c778580600d891de11e,0
wd:Q3145138,0
wd:Q194517,0
wd:Q3959257,0
wd:Q231924,0
wd:Q5137600,0
wd:Q985073,0
wd:Q3999,0
wd:Q24724143,0
wd:Q777562,0
wd:Q32855700,0
wd:Q2297,0
wd:Q3523909,0
wd:Q13600188,0
N5ebd46aecaf143fdb7b8a0c3545cae92,0
wd:Q4115013,0
wd:Q538906,0
wd:Q2363637,0
wd:Q161064,0
wd:Q17363933,0
Nae8e682b91cd40aa92532718eaf5e088,0
wd:Q2166489,0
wd:Q9178927,0
wd:Q206494,0
wd:Q726826,0
Nf7d2eef44b9d4ed7bf34ac5ac51ff2b5,0
wd:Q1981896,0
wd:Q24772708,0
N4aeddc9ce1064b4da6e33348651da42f,0
wd:Q24776803,0
wd:Q830869,0
wd:Q8143062,0
wd:Q166583,0
wd:Q706122,0
wd:Q3389547,0
wd:Q1158353,0
wd:Q24781871,0
wd:Q1399486,0
wd:Q2892090,0
wd:Q1527264,0
wd:Q2964,0
wd:Q4610,0
wd:Q3077248,0
wd:Q828545,0
wd:Q2720855,0
wd:Q2615343,0
wd:Q771510,0
wd:Q20181766,0
wd:Q19969489,0
wd:Q533709,0
wd:Q2291986,0
wd:Q2359623,0
wd:Q18193307,0
wd:Q3513591,0
wd:Q24777471,0
wd:Q17161004,0
wd:Q175976,0
wd:Q904416,0
wd:Q11608028,0
wd:Q26155252,0
wd:Q19869438,0
N07ed45d241fc4da89b53e315bf9c8f65,0
wd:Q20180716,0
wd:Q2094611,0
wd:Q7234272,0
wd:Q130999,0
wd:Q2376293,0
wd:Q1299526,0
wd:Q556046,0
wd:Q4484829,0
Nfca448428bb54b0e963c12e0982c0489,0
N862a0b160cbb4b8eabdc5250e35615d7,0
wd:Q859031,0
wd:Q5589282,0
wd:Q16154661,0
wd:Q4872714,0
wd:Q2744306,0
wd:Q26880566,0
wd:Q126167,0
N9fa6bb809d51420594c95821d3479269,0
wd:Q538175,0
wd:Q7246799,0
wd:Q2989480,0
wd:Q9492,0
wd:Q12287445,0
wd:Q2268045,0
N13b53d07e98c4972acee89f92490e2ed,0
N989836ea9f0048409b9abbee6180671b,0
wd:Q140732,0
wd:Q1128023,0
wd:Q654150,0
wd:Q191935,0
N59817be3fcc14538b8bd5d624539fedb,0
wd:Q2978883,0
wd:Q428818,0
wd:Q11924668,0
wd:Q2635510,0
wd:Q1281564,0
wd:Q2862231,0
wd:Q1521634,0
wd:Q117987,0
wd:Q8035444,0
wd:Q2668909,0
N467f4dfb1a5b40799dd9601067bd7ea7,0
wd:Q566689,0
wd:Q4801017,0
wd:Q3518405,0
wd:Q1426151,0
wd:Q1066172,0
wd:Q1004401,0
wd:Q22073013,0
N3daf83732e854c7fbe79566b5ee81b90,0
wd:Q767680,0
wd:Q16278508,0
wd:Q3716453,0
wd:Q28789517,0
wd:Q17302981,0
wd:Q887620,0
wd:Q28912,0
Ne7504725b4b0473cb819c2748f506e24,0
N1b514aaddf884210be7959b4e931de78,0
wd:Q7113759,0
wd:Q1113604,0
wd:Q2851778,0
wd:Q485150,0
wd:Q1208212,0
wd:Q24788474,0
wd:Q6845095,0
wd:Q908704,0
wd:Q147267,0
Naacbce5b01bd417f98490cc2a7d1292e,0
wd:Q615235,0
wd:Q7094,0
wd:Q896403,0
wd:Q284411,0
Ne934fb79dcde4b89a59a957dc37d3304,0
wd:Q24776275,0
wd:Q847204,0
wd:Q913972,0
wd:Q652541,0
wd:Q16796753,0
wd:Q246,0
wd:Q1376795,0
wd:Q3333313,0
wd:Q831836,0
wd:Q1756477,0
wd:Q1135046,0
wd:Q12122068,0
wd:Q1668074,0
Nb1212ba157924549b30ad4494a4ceb33,0
wd:Q204766,0
wd:Q864895,0
wd:Q1442923,0
wd:Q886518,0
N683ab95173d84dc082819a2ab271f4fa,0
wd:Q2379783,0
wd:Q159341,0
wd:Q2823233,0
wd:Q3077678,0
wd:Q604907,0
wd:Q20651312,0
wd:Q925385,0
wd:Q1517895,0
wd:Q1275295,0
wd:Q161604,0
wd:Q3058247,0
wd:Q12978821,0
N44523f31e271407bbb7db1d3245c0643,0
wd:Q6280458,0
wd:Q215206,0
wd:Q1542486,0
wd:Q4370258,0
wd:Q30317289,0
wd:Q1115855,0
wd:Q29640851,0
wd:Q11796486,0
N85fd9b51fc004b02902c85ea6be6dca4,0
wd:Q15813267,0
wd:Q18395878,0
wd:Q6092289,0
wd:Q2551228,0
wd:Q16334393,0
wd:Q1434513,0
Naa78f8c45dd54995b6d8b2df6db9de65,0
wd:Q827017,0
wd:Q12882599,0
wd:Q779458,0
N50767a93dc74474a8b95709c9a837587,0
wd:Q1249099,0
wd:Q7225120,0
wd:Q1413947,0
wd:Q76843,0
wd:Q31096001,0
wd:Q5357459,0
wd:Q300949,0
wd:Q1887849,0
N162a4ab5f2404d8596ec55f8dcf26c37,0
wd:Q24769658,0
wd:Q6122670,0
wd:Q82821,0
wd:Q856655,0
wd:Q1752560,0
wd:Q473562,0
Na456c80c178f442ba48336d3af6785b4,0
N765da3dd425543ba84b6172dce6567ae,0
wd:Q26423,0
wd:Q2985515,0
wd:Q2228,0
wd:Q14290457,0
wd:Q460634,0
wd:Q167810,0
N17076cfe53be450a9d39e0720f463ae7,0
wd:Q7404467,0
wd:Q5959977,0
wd:Q7829896,0
wd:Q1886110,0
wd:Q13423122,0
wd:Q4413231,0
wd:Q18515440,0
wd:Q2364483,0
Na4b9f212a7b641d6b825eb4a0ebb8849,0
wd:Q984134,0
wd:Q27055694,0
wd:Q322503,0
wd:Q5366010,0
wd:Q17175920,0
wd:Q10886678,0
wd:Q267505,0
Nd5146b6a38ba4c09ad07c8c3a32d6ab4,0
wd:Q106693,0
wd:Q20748648,0
wd:Q3997512,0
wd:Q27055721,0
wd:Q913727,0
wd:Q1337975,0
wd:Q1113550,0
wd:Q11376,0
wd:Q1196827,0
wd:Q1424020,0
wd:Q367359,0
Nd18a2565f6c845e5afffd8319cc3485f,0
wd:Q1637189,0
wd:Q5028563,0
N62a68eeea90149b79a34beddbe71002c,0
wd:Q325956,0
wd:Q1365347,0
wd:Q20721641,0
wd:Q121484,0
wd:Q2276760,0
wd:Q8527477,0
wd:Q3262063,0
wd:Q11863092,0
wd:Q3267908,0
wd:Q983696,0
wd:Q5138208,0
wd:Q11894227,0
wd:Q3957304,0
wd:Q4065176,0
wd:Q36557,0
wd:Q911164,0
wd:Q1060764,0
wd:Q5870069,0
wd:Q24739373,0
wd:Q4510080,0
wd:Q17633149,0
wd:Q181283,0
wd:Q2151313,0
wd:Q989120,0
wd:Q146992,0
wd:Q8023562,0
wd:Q262372,0
Ne373ccb7619c4b2e96513b3880a6b057,0
wd:Q4456825,0
wd:Q3815551,0
wd:Q15057121,0
wd:Q670985,0
wd:Q1476938,0
wd:Q3736909,0
wd:Q3772465,0
wd:Q24783737,0
wd:Q5054109,0
N7b627694c3d8473abda50a2617283529,0
wd:Q4479242,0
wd:Q19841488,0
wd:Q1711372,0
wd:Q747382,0
wd:Q188112,0
wd:Q9455594,0
wd:Q296185,0
wd:Q1785302,0
wd:Q7603976,0
wd:Q718608,0
wd:Q1889778,0
wd:Q1864911,0
wd:Q1453654,0
wd:Q485396,0
wd:Q186471,0
wd:Q1609437,0
wd:Q2507454,0
wd:Q12042092,0
wd:Q1455934,0
wd:Q149818,0
wd:Q2827815,0
N8881902d5e904a2da65774c63afdf6d9,0
wd:Q16880640,0
wd:Q874803,0
wd:Q5089668,0
wd:Q6503449,0
wd:Q3652330,0
wd:Q191250,0
wd:Q2359856,0
wd:Q1571063,0
wd:Q737372,0
wd:Q27134056,0
wd:Q1454827,0
wd:Q2621126,0
wd:Q18957,0
wd:Q13022003,0
wd:Q1711110,0
wd:Q33950,0
wd:Q6545590,0
Ne78c5bdc05834cb798a1662a78edd2ae,0
wd:Q5392247,0
wd:Q2333223,0
wd:Q2364755,0
wd:Q3016,0
wd:Q14923870,0
wd:Q26971248,0
wd:Q20960122,0
wd:Q31840467,0
wd:Q24784863,0
wd:Q27056640,0
wd:Q252626,0
wd:Q19413851,0
Nb804281fa5f244c0afd2e7c63cc90464,0
wd:Q5242940,0
wd:Q827198,0
wd:Q760256,0
wd:Q696937,0
wd:Q2954781,0
wd:Q7973877,0
wd:Q1189956,0
wd:Q80993,0
wd:Q280164,0
wd:Q2063937,0
wd:Q9089,0
wd:Q3202662,0
wd:Q240046,0
wd:Q4586781,0
wd:Q35516,0
N1620348b8ccb48069e8166f3bbece57d,0
wd:Q24780686,0
wd:Q388209,0
wd:Q24740683,0
wd:Q1562052,0
wd:Q11962746,0
wd:Q3534263,0
wd:Q48784,0
N9ccc057d5374467f987be8feace921ed,0
wd:Q2170732,0
wd:Q12527050,0
wd:Q1549393,0
wd:Q1365641,0
wd:Q3487349,0
wd:Q11679502,0
wd:Q3999864,0
wd:Q1649568,0
wd:Q30894535,0
wd:Q23069394,0
wd:Q12408871,0
wd:Q5030944,0
wd:Q17450055,0
wd:Q28867547,0
wd:Q17024412,0
wd:Q913709,0
wd:Q252821,0
wd:Q1749879,0
wd:Q4012004,0
wd:Q919516,0
wd:Q329477,0
N279379edb36245fea29487f44b694749,0
wd:Q2714926,0
wd:Q1147070,0
wd:Q745404,0
wd:Q1076557,0
wd:Q1944068,0
wd:Q9213330,0
wd:Q1639941,0
wd:Q5327704,0
wd:Q3652334,0
wd:Q1538835,0
wd:Q2922685,0
wd:Q24721034,0
wd:Q2360219,0
wd:Q21601419,0
wd:Q7890846,0
wd:Q12199342,0
wd:Q568469,0
wd:Q19677106,0
Nbb2d471bd45a420dbd73c3eb391873da,0
wd:Q5519945,0
wd:Q2545,0
wd:Q28371782,0
wd:Q10857409,0
wd:Q816745,0
wd:Q188534,0
wd:Q25350,0
wd:Q2123671,0
wd:Q624163,0
wd:Q5446562,0
wd:Q498640,0
N4f5e79d6890140d48a7fa81eb8d413e1,0
N564a733c73964bcb877d59363808ccd4,0
wd:Q6543234,0
Nfcc5b508ab1c41c2b66dcbc62ce768c7,0
wd:Q11570784,0
wd:Q10425307,0
wd:Q22583115,0
wd:Q178803,0
wd:Q1496456,0
wd:Q24622562,0
wd:Q1414572,0
wd:Q188886,0
wd:Q1148351,0
wd:Q382037,0
wd:Q10991973,0
wd:Q193432,0
wd:Q1174365,0
wd:Q24779217,0
wd:Q10881597,0
wd:Q7241077,0
wd:Q5168206,0
wd:Q101971,0
wd:Q1470916,0
wd:Q367,0
wd:Q3921385,0
wd:Q747746,0
wd:Q28919152,0
Ncbc31a38e2554dd0842f5edc633d5856,0
wd:Q63538,0
N61ffeec69edb479994db2cea3a281ea2,0
wd:Q2270029,0
wd:Q499650,0
N761c104f40a3473f8d518181b94fa565,0
Nd296b4e92d3443b7aae4956080219167,0
wd:Q1249702,0
wd:Q27055629,0
wd:Q10549360,0
wd:Q18536944,0
wd:Q24787550,0
wd:Q431604,0
wd:Q28804039,0
wd:Q19801288,0
wd:Q10290447,0
wd:Q1236807,0
wd:Q15757150,0
wd:Q26241072,0
wd:Q18357407,0
wd:Q606876,0
wd:Q600230,0
wd:Q76436,0
wd:Q2250795,0
Nad1eb82f248b48319914a9a5f399238d,0
wd:Q949525,0
wd:Q2453632,0
wd:Q1315251,0
wd:Q11902699,0
wd:Q7681280,0
wd:Q1547148,0
wd:Q160082,0
wd:Q15054049,0
N84473a0005c84e9fac237da74d0296de,0
wd:Q20105329,0
wd:Q4818701,0
wd:Q11928176,0
wd:Q19926433,0
wd:Q386952,0
wd:Q1200314,0
wd:Q6450957,0
wd:Q154021,0
wd:Q6934955,0
wd:Q620113,0
wd:Q485742,0
wd:Q127879,0
wd:Q16961893,0
wd:Q1146627,0
wd:Q42250,0
wd:Q24773531,0
wd:Q960189,0
wd:Q24780646,0
wd:Q1395089,0
Nc1626a29217c44d7ab85174e51322d0c,0
wd:Q24726464,0
wd:Q1126161,0
wd:Q1099034,0
wd:Q973379,0
wd:Q3002545,0
wd:Q1141077,0
wd:Q2471335,0
wd:Q1166864,0
wd:Q1349017,0
Naffa705191f246dfac99ed07be1ed216,0
wd:Q2736507,0
N8d2e90354a4a406ca627adfcfbda97f6,0
wd:Q2105922,0
wd:Q34740,0
wd:Q2518689,0
wd:Q847536,0
Ne68600aeac804299a833e47826e15252,0
wd:Q4121856,0
wd:Q814267,0
N5531ab810a0a4deb94a26620041d86cb,0
wd:Q11997623,0
N2afcb9b5b69144cc85751b903fd359bb,0
wd:Q408457,0
N14b24aadf5d74edab3ed2018f0201a78,0
wd:Q571149,0
wd:Q2348536,0
wd:Q1059994,0
wd:Q24721232,0
wd:Q514,0
wd:Q1092879,0
wd:Q2663,0
wd:Q5156834,0
wd:Q27969979,0
wd:Q1806983,0
wd:Q278968,0
wd:Q2620655,0
wd:Q705450,0
wd:Q1350,0
wd:Q20588290,0
wd:Q602358,0
wd:Q9208267,0
Ndaa1fcb8644a4874b0df2debc21f9e1a,0
wd:Q33111788,0
wd:Q864,0
wd:Q21361486,0
wd:Q42515,0
wd:Q1342970,0
wd:Q1154226,0
wd:Q6140089,0
wd:Q209440,0
wd:Q769493,0
wd:Q24775601,0
wd:Q10327255,0
wd:Q422037,0
wd:Q286972,0
wd:Q16550252,0
wd:Q20102734,0
wd:Q3540410,0
wd:Q242712,0
wd:Q15571255,0
wd:Q5781563,0
wd:Q3957370,0
N63c23092ebac4eeab0adb0fcd73659e6,0
wd:Q1427245,0
wd:Q15835600,0
Nf5bbfda767a047829541dd232ff4bfc5,0
wd:Q23817743,0
Nf7499ee630e7450aa07078672db8f55b,0
wd:Q10614739,0
wd:Q2691,0
wd:Q843610,0
wd:Q1313852,0
wd:Q901685,0
wd:Q677971,0
wd:Q349566,0
wd:Q10748471,0
wd:Q5015037,0
wd:Q2247133,0
wd:Q811339,0
wd:Q3152279,0
wd:Q1367706,0
wd:Q3030775,0
wd:Q24721058,0
wd:Q1150207,0
wd:Q2924,0
wd:Q650798,0
Nbc3640d820b6446f9108e020e4e9badb,0
wd:Q11248258,0
wd:Q610001,0
wd:Q1779755,0
wd:Q25381170,0
wd:Q42884,0
wd:Q130436,0
wd:Q1075,0
wd:Q3829467,0
wd:Q1828667,0
wd:Q214528,0
wd:Q4420941,0
N5db1c5ab855e440e983cfdbfcf816cd0,0
wd:Q2560,0
wd:Q8496,0
wd:Q7502090,0
wd:Q576052,0
N3e06ec4187a545ecad7d26bde05539e4,0
wd:Q2171942,0
wd:Q7264,0
Nc055b4deb4b2492c900faabfddd26167,0
wd:Q15623000,0
N5420987e86a44770aafb44c62f4d1e29,0
wd:Q16829741,0
wd:Q945763,0
wd:Q2454902,0
wd:Q486672,0
Nf804e2b481a84871871762b59dba0264,0
wd:Q1315779,0
wd:Q22661614,0
wd:Q720477,0
wd:Q12304050,0
wd:Q2350183,0
wd:Q214769,0
wd:Q12021314,0
wd:Q28097443,0
wd:Q5196708,0
wd:Q24786212,0
wd:Q1273956,0
wd:Q26973044,0
wd:Q24731826,0
wd:Q108158,0
Ndbdfc4c7881848f2949b49a6480a41ea,0
wd:Q3028,0
wd:Q3042646,0
wd:Q2642799,0
wd:Q2677478,0
wd:Q3936952,0
wd:Q2130216,0
wd:Q15818916,0
wd:Q2249676,0
wd:Q24779360,0
wd:Q7420695,0
wd:Q1067203,0
wd:Q2566298,0
N030bf6b36fc44b92a3a5f88189d9c820,0
wd:Q30242234,0
N66103aedba23409397b551d27993c549,0
wd:Q7001060,0
wd:Q687613,0
wd:Q17153996,0
wd:Q1136782,0
wd:Q4994773,0
wd:Q182598,0
wd:Q5062121,0
wd:Q30576544,0
wd:Q17290546,0
wd:Q5367359,0
wd:Q1061179,0
wd:Q17154378,0
wd:Q935429,0
wd:Q1713577,0
Naeb5105bb77e4664bb4f84c96e19c294,0
wd:Q3077240,0
wd:Q340015,0
N3dee89264a7144e38d665b0b518d87be,0
wd:Q17392265,0
wd:Q1404066,0
wd:Q173106,0
wd:Q12056827,0
wd:Q12858816,0
wd:Q28112831,0
wd:Q3113850,0
wd:Q18699055,0
wd:Q216211,0
wd:Q222764,0
N4c41c5f7305f4a91bf2fdc89a1287d27,0
N839739fa49d94f0cb9e468c79329cbc0,0
wd:Q24786817,0
wd:Q3098650,0
wd:Q8072293,0
wd:Q29651136,0
wd:Q1142768,0
wd:Q943898,0
wd:Q3348407,0
wd:Q1070277,0
wd:Q14944295,0
wd:Q197052,0
wd:Q5589126,0
wd:Q642659,0
wd:Q3369955,0
wd:Q18603647,0
wd:Q1249724,0
wd:Q1190797,0
wd:Q2951520,0
wd:Q4536460,0
wd:Q4198311,0
wd:Q2329480,0
wd:Q11269382,0
Nc068824702154f77b2f59bcec0435c89,0
wd:Q24741435,0
wd:Q628261,0
wd:Q2936505,0
wd:Q6661,0
wd:Q559065,0
wd:Q376895,0
Nd9a07889bb8c4944ba9c69f9f35edfb4,0
Nb8a63b4bce6b45cab7eb8e633a7ce0d4,0
Nb29bc54461de439e9363c5dbaf0871f7,0
N981e8e85ebab42d48430d9b07f1c1b1a,0
N37e2368008c04c7f8688c9536a5f07bf,0
wd:Q4313264,0
wd:Q653038,0
wd:Q11582670,0
N7b4af0ff4303478ba924928573021cf0,0
wd:Q1536931,0
wd:Q190132,0
wd:Q2935715,0
N99afeb8a00384a5f851c7a60336a5a7c,0
wd:Q27043927,0
wd:Q7578390,0
Ne0b3372965624b99931b1628456b4849,0
wd:Q2186316,0
wd:Q18160232,0
wd:Q1135939,0
wd:Q4395996,0
wd:Q2516866,0
wd:Q1610234,0
wd:Q27972176,0
wd:Q2041453,0
wd:Q21012419,0
wd:Q2618,0
wd:Q13537993,0
wd:Q24777064,0
wd:Q415602,0
Nab353e673bbf4913b8dbc2ef003ea46c,0
wd:Q210578,0
wd:Q26226315,0
wd:Q9676209,0
wd:Q954260,0
wd:Q1439156,0
wd:Q638210,0
wd:Q974213,0
wd:Q1530361,0
wd:Q18762370,0
wd:Q133319,0
wd:Q11941858,0
Ncdf744c0a17940a09b18d887e6a66446,0
wd:Q165580,0
N8fe322e5145441c5bb3abd122b86f1c1,0
wd:Q135251,0
wd:Q24779648,0
wd:Q1164991,0
wd:Q27243428,0
wd:Q27718968,0
wd:Q1005815,0
wd:Q3508586,0
wd:Q9418132,0
Nb7f386cc31e74ab0884be20e8d458c80,0
wd:Q5779422,0
wd:Q26685543,0
wd:Q24785822,0
wd:Q3531761,0
wd:Q1744452,0
wd:Q76250,0
wd:Q4352360,0
wd:Q352126,0
N1131153f826a45ee9cd869776bbe814b,0
wd:Q2751813,0
wd:Q162734,0
wd:Q3589422,0
wd:Q517183,0
wd:Q28919097,0
wd:Q28146465,0
N32ffb3299498406ea0bd68e26a12d147,0
wd:Q24741852,0
wd:Q951215,0
wd:Q12562,0
Ned32d6fa956b4dae8e63b94b2928f1ed,0
wd:Q1233460,0
Nf7af81d0c14d4d4a8033aa231b8af2fd,0
wd:Q4671960,0
wd:Q37994046,0
wd:Q671974,0
N8967aa4de7a64442ae00bc6fb74217cf,0
wd:Q199182,0
wd:Q3866984,0
wd:Q30303016,0
wd:Q17253145,0
wd:Q904206,0
wd:Q94044,0
wd:Q10586368,0
wd:Q1054545,0
Nc19328108a72482c807902dcfcfc5978,0
wd:Q3709225,0
wd:Q11680468,0
wd:Q1052575,0
Nfffb9a0d0cb6440ebda2e2a6b1f71fc3,0
wd:Q19069188,0
wd:Q27068179,0
Nea6f5f65bddb4d7cbad0f0218299ba7e,0
wd:Q3044530,0
wd:Q150064,0
wd:Q28457,0
wd:Q273404,0
wd:Q1149548,0
wd:Q1065594,0
wd:Q1025636,0
wd:Q7221363,0
wd:Q322229,0
wd:Q974144,0
wd:Q4844560,0
wd:Q1389092,0
wd:Q7596829,0
wd:Q159127,0
wd:Q2072119,0
wd:Q1413749,0
wd:Q11970053,0
wd:Q29032782,0
wd:Q2463384,0
wd:Q2586,0
wd:Q3508687,0
wd:Q3591573,0
Nca6f261eb06a456f8f80a35f30e2a76c,0
wd:Q522244,0
wd:Q3427914,0
wd:Q18763157,0
wd:Q24721591,0
wd:Q190992,0
wd:Q1649994,0
wd:Q11939487,0
wd:Q31629,0
Na13b03ab0eeb4e939f7f6034574336dc,0
wd:Q4118499,0
wd:Q2740397,0
wd:Q1671143,0
wd:Q1046474,0
N9aaf70f8d5af465080d1035db5f98009,0
wd:Q13033215,0
wd:Q708399,0
wd:Q1321978,0
wd:Q2054307,0
Nb76ee56c94254ec68d7481a70031d58f,0
wd:Q3151630,0
wd:Q3244228,0
wd:Q10685952,0
wd:Q500493,0
N654bb8f1b14f48bab92ed74f84982dc8,0
wd:Q22683249,0
wd:Q1246312,0
wd:Q12882968,0
wd:Q846481,0
wd:Q24722080,0
wd:Q18811686,0
wd:Q485537,0
wd:Q24722244,0
N71bc1e4bde1c4d2db2aade6c524fb85a,0
wd:Q2674710,0
wd:Q8011724,0
wd:Q12573008,0
N9e43aae227bd4fddbd61317d22a2c1df,0
wd:Q3299158,0
wd:Q1402739,0
wd:Q32603438,0
wd:Q4642513,0
wd:Q995347,0
wd:Q134265,0
wd:Q4386060,0
wd:Q635767,0
wd:Q6027936,0
wd:Q1552748,0
wd:Q7180938,0
N7927340335cb4ab5a9bb37af5d39f0c1,0
wd:Q3888868,0
wd:Q1364,0
wd:Q153998,0
wd:Q16929810,0
wd:Q4426578,0
wd:Q26212224,0
Ne1257110ebbc4606b4aa3b8925154251,0
wd:Q5265707,0
wd:Q131133,0
wd:Q10567262,0
wd:Q1436248,0
wd:Q30349213,0
wd:Q24771559,0
wd:Q1992685,0
wd:Q1326028,0
wd:Q157739,0
wd:Q163059,0
wd:Q17292586,0
wd:Q651267,0
