Z
http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q35145743
http://www.wikidata.org/entity/Q25357
http://www.wikidata.org/entity/Q289612
http://www.wikidata.org/entity/Q140
http://www.wikidata.org/entity/Q283
http://www.wikidata.org/entity/Q1069725
http://www.wikidata.org/entity/Q213970
http://www.wikidata.org/entity/Q11255
http://www.wikidata.org/entity/Q698
http://www.wikidata.org/entity/Q10859422
http://www.wikidata.org/entity/Q3330467
http://www.wikidata.org/entity/Q4026292
http://www.wikidata.org/entity/Q838849
http://www.wikidata.org/entity/Q23003
http://www.wikidata.org/entity/Q184377
http://www.wikidata.org/entity/Q863531
http://www.wikidata.org/entity/Q304191
http://www.wikidata.org/entity/Q2314
http://www.wikidata.org/entity/Q31629
http://www.wikidata.org/entity/Q155223
http://www.wikidata.org/entity/Q164655
http://www.wikidata.org/entity/Q1344256
http://www.wikidata.org/entity/Q694131
http://www.wikidata.org/entity/Q192822
http://www.wikidata.org/entity/Q15706549
http://www.wikidata.org/entity/Q998550
http://www.wikidata.org/entity/Q15350855
http://www.wikidata.org/entity/Q272683
http://www.wikidata.org/entity/Q1502787
http://www.wikidata.org/entity/Q1020994
http://www.wikidata.org/entity/Q898943
http://www.wikidata.org/entity/Q18518822
http://www.wikidata.org/entity/Q132783
http://www.wikidata.org/entity/Q82821
http://www.wikidata.org/entity/Q25308
http://www.wikidata.org/entity/Q156687
http://www.wikidata.org/entity/Q696100
http://www.wikidata.org/entity/Q752297
http://www.wikidata.org/entity/Q907311
http://www.wikidata.org/entity/Q23015465
http://www.wikidata.org/entity/Q28390
http://www.wikidata.org/entity/Q11573
http://www.wikidata.org/entity/Q179388
http://www.wikidata.org/entity/Q242657
http://www.wikidata.org/entity/Q15631401
http://www.wikidata.org/entity/Q39552
http://www.wikidata.org/entity/Q2294
http://www.wikidata.org/entity/Q21503252
http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q509037
http://www.wikidata.org/entity/Q3694119
http://www.wikidata.org/entity/Q845956
http://www.wikidata.org/entity/Q42934
http://www.wikidata.org/entity/Q21874278
http://www.wikidata.org/entity/Q1348305
http://www.wikidata.org/entity/Q843905
http://www.wikidata.org/entity/Q3951891
http://www.wikidata.org/entity/Q505748
http://www.wikidata.org/entity/Q156705
http://www.wikidata.org/entity/Q4223026
http://www.wikidata.org/entity/Q170210
http://www.wikidata.org/entity/Q23611439
http://www.wikidata.org/entity/Q1
http://www.wikidata.org/entity/Q228537
http://www.wikidata.org/entity/Q24192107
http://www.wikidata.org/entity/Q1543615
http://www.wikidata.org/entity/Q2572330
http://www.wikidata.org/entity/Q18015071
http://www.wikidata.org/entity/Q115996
http://www.wikidata.org/entity/Q128257
http://www.wikidata.org/entity/Q13099184
http://www.wikidata.org/entity/Q7180748
http://www.wikidata.org/entity/Q508719
http://www.wikidata.org/entity/Q275447
http://www.wikidata.org/entity/Q29149925
http://www.wikidata.org/entity/Q32059
http://www.wikidata.org/entity/Q188619
http://www.wikidata.org/entity/Q4257161
http://www.wikidata.org/entity/Q363802
http://www.wikidata.org/entity/Q839666
http://www.wikidata.org/entity/Q204179
http://www.wikidata.org/entity/Q172742
http://www.wikidata.org/entity/Q100047
