"statvalue","noinstances"
"Q11088459",1
"Q1108877",19
"Q1109069",156
"Q110910",10
"Q11092266",4
"Q1109320",1
"Q1109328",1
"Q1109404",2
"Q1109500",3
"Q1109562",1
"Q1109638",3
"Q1109680",2
"Q1109747",8
"Q1109804",1
"Q1109916",1
"Q1110056",26
"Q11101",6
"Q11102529",2
"Q111029",1
"Q1110379",6
"Q11105360",1
"Q111059",1
"Q1110684",424
"Q1110794",1554
"Q1110856",17
"Q1110992",8
"Q1111",1
"Q11111030",3
"Q11111115",1
"Q11112579",2
"Q1111310",1
"Q111161",145
"Q11116488",1
"Q11121294",19
"Q1112183",1
"Q1112254",1
"Q1112464",1
"Q1112477",45
"Q11124885",1
"Q11124955",1
"Q1112537",20
"Q11127777",1
"Q1112897",1
"Q11129163",2
"Q1112950",4
"Q1112958",22
"Q1113289",2
"Q11135",1
"Q111352",14
"Q1113550",1
"Q1113555",1
"Q11142797",2
"Q1114448",5
"Q1114461",2588
"Q1114466",5
"Q1114502",89
"Q1114515",12
"Q11146",1
"Q11146759",1
"Q1115114",3
"Q1115162",1
"Q11152",55
"Q1115235",2
"Q11155",1
"Q1115546",1
"Q1115575",9495
"Q11158",18
"Q1115855",20
"Q1116346",5
"Q1116367",7
"Q11163999",1
"Q1116433",7
"Q11164419",1
"Q1116456",7
"Q1116478",7
"Q1116508",4
"Q1116515",8
"Q1116548",7
"Q11166097",2
"Q1116644",7
"Q11166728",113
"Q11167066",388
"Q1116728",1
"Q1116790",7
"Q1116826",1
"Q111698",7
"Q11170170",4
"Q1117074",5
"Q1117077",1
"Q1117228",13
"Q11173",151861
"Q11175039",2
"Q11176",1
"Q11177275",7
"Q11177771",34
"Q11179000",20
"Q11179672",1
"Q11180",2
"Q11183017",27
"Q11183787",169
"Q11184",1
"Q1118647",2
"Q11187147",1
"Q11187440",1
"Q11189",6
"Q11190",20
"Q11193",1
"Q11194773",1
"Q1119573",1
"Q11196560",3
"Q11197",2
"Q11197007",4
"Q112014",7
"Q1120250",5
"Q11202642",1
"Q11204",508
"Q1120452",2
"Q112046",2
"Q1120538",1
"Q1120645",1
"Q112099",14
"Q11210",15
"Q112110",5
"Q1121208",1
"Q1121224",1
"Q11214",10
"Q1121471",279
"Q1121542",37
"Q1121558",1
"Q1121559",1
"Q11216",3
"Q112162",1
"Q1121708",5
"Q11218006",1
"Q11219982",5
"Q11220497",1
"Q11221827",83
"Q1122189",2
"Q1122253",2
"Q11223844",12
"Q1122452",1
"Q1122506",3
"Q1122508",4
"Q1122550",1
"Q11225562",17
"Q1122588",12
"Q1122591",2
"Q1122645",2
"Q11227712",30
"Q1122820",44
"Q1122846",397
"Q11229",1
"Q1122919",2
"Q11229656",1086
"Q1123036",5
"Q1123037",76
"Q1123131",1
"Q1123245",61
"Q11232672",1
"Q11233249",1
"Q11233289",5
"Q1123417",1
"Q1123431",1
"Q1123481",5
"Q11235244",1
"Q1123526",31
"Q11236495",1
"Q11236878",1
"Q11237019",2
"Q1123840",2
"Q11238523",4
"Q11238770",1
"Q1124012",3
"Q11240492",1
"Q1124247",265
"Q1124312",3
"Q11244",7
"Q1124407",1
"Q1124431",5
"Q1124663",1
"Q11246746",1
"Q11248153",4
"Q11248258",1
"Q1124860",1
"Q11249728",2
"Q11250530",2
"Q11250823",1
"Q1125099",1
"Q11251219",3
"Q11251695",1
"Q1125269",1
"Q1125321",2
"Q1125338",2
"Q1125341",16
"Q11254",16
"Q11255",10
"Q1125776",4
"Q1125808",1
"Q1125911",7
"Q1125930",1
"Q1125935",4
"Q11259415",1
"Q1126018",4
"Q11260769",1
"Q112608",1
"Q11262414",1
"Q1126262",1
"Q1126331",2
"Q11264216",86
"Q11266439",701302
"Q11267294",1
"Q11267645",40
"Q11267737",1
"Q11268",3
"Q1126823",1
"Q1126859",1
"Q1126867",6
"Q11268718",7
"Q11268998",6
"Q11269382",2
"Q11269390",2
"Q11269813",82
"Q1127126",21
"Q11271734",1
"Q11271835",13
"Q11272590",17
"Q1127296",9
"Q1127371",1
"Q11273948",14
"Q1127434",18
"Q11274563",2
"Q11274709",5
"Q11275354",1
"Q11276",120
"Q1127717",2
"Q1127742",1
"Q1127759",73
"Q1127794",1
"Q11279146",11
"Q11279677",1
"Q11280104",1
"Q1128023",6
"Q11282",361
"Q1128216",2
"Q1128219",11
"Q1128240",1
"Q1128324",21
"Q1128340",1
"Q1128397",1189
"Q11284213",1
"Q11284333",6
"Q11284940",7
"Q1128500",1
"Q1128637",9
"Q112865",5
"Q1128659",14
"Q1128697",2
"Q11287",4
"Q11288",19
"Q11288436",1
"Q1128906",9
"Q11289149",1
"Q11290050",4
"Q1129142",5
"Q11291637",1
"Q11291721",2
"Q11292",59
"Q1129232",6
"Q1129261",3
"Q11293606",8
"Q11293688",1
"Q1129398",36
"Q11294156",1
"Q1129448",1
"Q1129461",1
"Q1129474",91
"Q1129485",1
"Q1129581",1
"Q112960",7
"Q1129634",8
"Q1129645",3
"Q1129795",1
"Q112983",25
"Q11298806",1
"Q1130031",18
"Q1130160",13
"Q1130251",45
"Q1130265",2
"Q11302705",2
"Q1130279",3
"Q1130291",1
"Q11303",3692
"Q1130322",4
"Q1130376",2
"Q1130378",1
"Q1130491",97
"Q1130496",12
"Q1130510",16
"Q1130645",139
"Q1130697",7
"Q1130875",3
"Q1131040",20
"Q11311300",1
"Q1131236",3
"Q1131243",1
"Q11312555",3
"Q1131270",2
"Q1131294",15
"Q1131296",3858
"Q11313106",2
"Q11313190",15
"Q11313284",134
"Q1131329",30
"Q1131379",10
"Q1131388",3
"Q11315",4254
"Q1131532",20
"Q1131614",13
"Q1131628",1
"Q1131635",1
"Q1131678",1
"Q1131681",3
"Q1131696",1
"Q11320476",2
"Q1132049",1
"Q11320567",2
"Q11320867",1
"Q11321874",1
"Q1132207",6
"Q11322155",1
"Q1132300",6
"Q1132324",279
"Q11323781",3
"Q1132455",4
"Q1132477",21
"Q11325729",27
"Q11325731",4
"Q11325830",2
"Q11325969",3
"Q1132623",1
"Q1132631",1
"Q1132944",1
"Q1132964",1
"Q1132998",42
"Q1133024",1
"Q1133032",1
"Q11331347",1
"Q1133195",3
"Q1133236",1
"Q11333206",2
"Q1133383",1
"Q1133467",1
"Q1133563",4
"Q1133614",6
"Q1133650",1
"Q1133667",1
"Q1133705",4
"Q1133809",1
"Q11338576",5
"Q11338803",1
"Q1133961",152
"Q1134131",25
"Q1134237",3
"Q1134322",5
"Q11344",39
"Q1134435",1
"Q11344830",1
"Q11344950",1
"Q11345",75
"Q1134503",342
"Q11345451",7
"Q11345724",1
"Q1134686",6019
"Q11347628",1
"Q11348",91
"Q11348833",2
"Q11349558",3
"Q1135046",1
"Q1135180",3
"Q11352",7
"Q11353",1034
"Q1135557",30
"Q1135567",4
"Q11356320",6
"Q1135685",2
"Q1135789",3
"Q11358",22
"Q1135802",3
"Q1135882",2
"Q1135885",4
"Q1135914",2
"Q1135939",1
"Q113603",3
"Q1136075",5
"Q1136095",8
"Q1136117",1
"Q1136336",1
"Q1136342",14
"Q11364",8
"Q1136456",1
"Q1136525",6
"Q11366",1
"Q1136601",65
"Q1136607",5
"Q11366207",1
"Q11366867",2
"Q11367",20
"Q1136730",27
"Q1136782",1
"Q1136880",18
"Q11369",11
"Q1136940",1
"Q1136948",1
"Q1136963",1
"Q1136999",1
"Q11371",59
"Q1137109",69
"Q1137143",3
"Q1137176",3
"Q1137183",1
"Q1137210",159
"Q1137226",1
"Q1137272",9
"Q1137275",10
"Q1137280",1
"Q1137344",18
"Q1137352",18
"Q11374147",20
"Q1137429",1
"Q1137436",1
"Q1137441",11
"Q1137463",1
"Q1137468",232
"Q11375",1
"Q1137550",3
"Q1137554",1
"Q1137570",1
"Q1137594",1
"Q11376",2
"Q1137608",1
"Q1137656",4
"Q1137726",3
"Q1137738",3
"Q1137778",1
"Q1137809",1358
"Q1137833",25
"Q1137840",1
"Q11378676",2
"Q11378690",3
"Q1137896",4
"Q11379",5
"Q1137923",8
"Q113796",1
"Q1138081",6
"Q11381412",1
"Q1138173",2
"Q1138178",9
"Q1138186",2
"Q1138237",2
"Q1138244",16
"Q11382506",12
"Q1138251",13
"Q1138279",3
"Q1138388",71
"Q11383970",2
"Q11384",3
"Q1138414",902
"Q1138456",41
"Q11384629",2
"Q1138494",5
"Q1138500",3
"Q11385344",1
"Q1138598",3
"Q11386",7
"Q1138628",14
"Q1138653",6
"Q1138671",246
"Q11387",180
"Q1138737",118
"Q11387554",2
"Q1138815",22
"Q1138826",18
"Q1138868",6
"Q11388806",1
"Q1138899",2
"Q11389618",14
"Q1139056",111
"Q1139076",1
"Q11390939",1
"Q11391",1
"Q1139104",1
"Q11391922",6
"Q11392099",8
"Q11392112",1
"Q11392127",1
"Q11392653",1
"Q1139274",8
"Q1139327",2
"Q1139400",1
"Q11394606",2
"Q1139493",6
"Q1139554",2
"Q11396226",1
"Q11396303",1
"Q11396401",9
"Q11396408",7
"Q1139665",20
"Q11396960",111
"Q11398",26
"Q11398011",1
"Q11398056",1
"Q1139892",37
"Q11399",10
"Q1139917",3
"Q1139923",6
"Q1139975",1
"Q1140046",23
"Q1140112",10
"Q1140158",1
"Q11402",5
"Q1140224",2
"Q1140229",6
"Q1140316",5
"Q1140363",3
"Q1140371",32
"Q11404",39
"Q1140419",4
"Q11404657",1
"Q1140477",1
"Q11405",4
"Q1140527",1
"Q1140537",1
"Q1140550",2
"Q1140575",13
"Q11406",2
"Q1140610",1
"Q1140677",17
"Q1140700",4
"Q1140717",5
"Q1140722",15
"Q11408",1
"Q1140845",30
"Q11410",996
"Q114106",5
"Q11411019",194
"Q114116",5
"Q1141160",1
"Q1141166",11
"Q11411938",2
"Q11412",1
"Q1141221",61
"Q1141225",579
"Q1141263",3
"Q1141323",3
"Q1141381",34
"Q1141402",18
"Q11414579",6
"Q1141470",1267
"Q11414752",1
"Q11415564",9
"Q11415657",923
"Q11416",10
"Q11417",33
"Q1141733",1
"Q1141770",8
"Q1141791",10
"Q1141795",86
"Q1141850",1
"Q11419",3
"Q11419619",135
"Q1142019",1
"Q11420275",7
"Q11421026",3
"Q11421035",70
"Q11421071",13
"Q11421073",3
"Q1142192",4230
"Q11422",86
"Q1142227",4
"Q11422437",1
"Q11422440",2
"Q1142281",21
"Q1142282",1
"Q11423",6
"Q1142315",1
"Q1142340",1
"Q11423613",1
"Q11423883",1
"Q11424",211433
"Q11424100",7
"Q11424358",2
"Q11424378",3
"Q11424384",2
"Q11424389",1
"Q11424432",8
"Q11424753",1
"Q1142483",1
"Q11425",27
"Q11426",4
"Q11426286",2
"Q11427",23
"Q1142835",4
"Q1142930",105
"Q11430",7
"Q1143046",15
"Q1143070",31
"Q1143087",3
"Q1143118",2
"Q1143132",1
"Q1143175",3
"Q1143194",1
"Q11432",15
"Q1143267",1
"Q1143358",1
"Q11433655",1
"Q1143371",2
"Q1143398",1
"Q11434246",1
"Q11435",13
"Q1143546",1
"Q1143564",1
"Q11436",1531
"Q1143604",208
"Q1143635",674
"Q1143706",4
"Q114375",5
"Q1143768",7
"Q1143785",36
"Q114380",13
"Q1143847",1
"Q11438578",9
"Q11439",9
"Q114396",1
"Q1144157",13
"Q1144163",21
"Q11441839",2
"Q11442",16
"Q1144207",1
"Q1144278",2
"Q1144312",3
"Q1144339",2
"Q1144345",2
"Q1144447",37
"Q1144560",1
"Q1144593",1
"Q11446",31218
"Q1144614",1
"Q11446438",41
"Q11446451",1
"Q1144648",1
"Q11446500",1
"Q114466",1
"Q1144661",1320
"Q1144672",18
"Q11446810",4
"Q1144689",31
"Q1144763",1
"Q1144784",2
"Q11448133",1
"Q11448283",9
"Q11448906",555
"Q1144899",40
"Q1144901",3
"Q1144991",20
"Q1144996",2
"Q1145005",4
"Q1145012",14
"Q11451",136
"Q1145153",15
"Q11452125",3
"Q11452137",1
"Q1145276",276
"Q11452760",1
"Q11453",3
"Q1145397",1
"Q1145419",2
"Q1145422",1
"Q1145523",5
"Q11455533",7
"Q11455614",1
"Q11455760",3
"Q1145599",54
"Q11456",2
"Q1145683",1
"Q11457",1
"Q11457461",7
"Q11459155",1
"Q11460",97
"Q1146001",3
"Q1146002",3
"Q1146011",1
"Q1146040",3
"Q1146055",2
"Q11461",10
"Q1146335",3
"Q1146379",1
"Q11464",1
"Q11464003",2
"Q1146429",10
"Q1146448",2
"Q1146492",1
"Q11465",2
"Q1146556",1
"Q11465701",1
"Q11466",12
"Q1146627",11
"Q11469",35
"Q11469230",3
"Q1146962",1
"Q114699",1
"Q1147007",2
"Q1147096",1
"Q11471",9
"Q11471338",1
"Q1147171",16
"Q1147190",1
"Q11472",282
"Q1147226",3
"Q1147274",2
"Q11473",19
"Q1147317",1
"Q1147337",1
"Q1147341",10
"Q1147354",1
"Q1147395",1159
"Q11474",12
"Q1147475",42
"Q1147507",6
"Q1147577",2
"Q11476",1
"Q1147633",4
"Q1147660",6
"Q114768",2508
"Q1147717",4
"Q1147752",12
"Q1147753",14
"Q1147806",1
"Q114793",1
"Q1147986",1
"Q11480011",7
"Q1148018",1
"Q11481304",1
"Q1148188",8
"Q11482290",2
"Q1148315",4
"Q11483327",1
"Q1148351",2
"Q1148389",198
"Q1148446",1
"Q1148568",1
"Q1148594",20
"Q11486287",1
"Q11486677",1
"Q11487039",1
"Q11487113",1
"Q1148747",7
"Q11487510",415
"Q11488158",73
"Q1148872",1
"Q1148887",9
"Q1148974",7
"Q1149061",3
"Q1149219",10
"Q1149226",1
"Q1149305",1
"Q1149324",24
"Q1149363",1
"Q1149391",5
"Q1149395",21
"Q1149398",5
"Q1149399",5
"Q1149404",5
"Q1149405",13
"Q1149410",5
"Q1149411",5
"Q1149415",5
"Q1149419",5
"Q1149421",5
"Q1149426",5
"Q1149428",5
"Q114953",14
"Q1149531",4
"Q1149537",5
"Q1149621",22
"Q1149626",14
"Q1149649",2
"Q1149652",462
"Q1149766",1
"Q1149776",1
"Q11499011",4
"Q11499141",202
"Q11499147",3
"Q11499228",1
"Q11499242",7
"Q11499429",1
"Q1149963",4
"Q1149964",3
"Q11500",55
"Q1150070",9
"Q11502500",32
"Q11503624",1
"Q11505291",5
"Q1150550",5
"Q1150647",2
"Q11506625",1
"Q1150710",14
"Q11507944",423
"Q11509255",13
"Q1150958",7
"Q1151009",1
"Q1151014",25
"Q1151042",1
"Q1151067",38
"Q11510986",1
"Q1151125",47
"Q11512393",18
"Q1151241",1
"Q1151252",1
"Q1151267",4
"Q11512972",19
"Q11513034",163
"Q11513337",9
"Q1151364",1
"Q1151405",11
"Q11514315",66
"Q1151519",3
"Q1151538",1
"Q1151556",5
"Q11515690",1
"Q1151612",36
"Q1151643",4
"Q1151663",2
"Q1151733",17
"Q1151752",2
"Q11517533",6
"Q1151870",36
"Q1151934",1
"Q11519484",1
"Q11520160",4
"Q1152150",1
"Q1152199",4
"Q1152272",5
"Q1152276",5
"Q1152277",5
"Q1152280",5
"Q1152281",5
"Q1152284",5
"Q1152285",5
"Q1152288",5
"Q1152290",5
"Q1152292",5
"Q1152294",5
"Q1152297",5
"Q1152299",5
"Q1152300",5
"Q1152301",5
"Q1152305",5
"Q1152306",5
"Q1152308",5
"Q1152309",5
"Q1152313",5
"Q1152314",5
"Q1152316",5
"Q1152317",5
"Q1152319",5
"Q1152320",5
"Q1152321",5
"Q1152322",5
"Q1152325",5
"Q1152326",5
"Q1152329",5
"Q1152354",2
"Q115237",2
"Q1152398",12
"Q1152399",2
"Q11525357",16
"Q1152543",1
"Q1152547",37
"Q1152708",31
"Q115278",27
"Q115291",17
"Q1153014",1
"Q1153025",13
"Q1153108",18
"Q1153171",1
"Q1153191",156
"Q1153257",40
"Q1153371",5
"Q1153376",353
"Q1153401",4
"Q1153408",51
"Q1153429",2
"Q1153441",1
"Q1153462",9
"Q1153484",4
"Q1153495",1
"Q1153558",1
"Q11536157",1
"Q1153670",166
"Q115368",1
"Q1153767",2
"Q1153777",30
"Q11538",8
"Q1153946",1
"Q1154055",2
"Q11540927",2
"Q1154112",1
"Q1154193",2
"Q1154323",7
"Q1154336",1
"Q1154385",2
"Q1154424",1
"Q1154445",233
"Q1154458",1
"Q11545869",1
"Q1154589",1
"Q11545899",2
"Q1154592",13
"Q1154693",1
"Q11547",2
"Q1154710",2679
"Q1154757",1
"Q1154787",1
"Q1154848",1
"Q1154859",10
"Q1154868",2
"Q115488",10
"Q1154882",1
"Q1154909",1
"Q11549519",1
"Q1154971",1
"Q1154996",1
"Q1155083",1
"Q115518",12
"Q11552394",1
"Q11554007",2
"Q1155404",50
"Q11555008",5
"Q11555014",1
"Q11555048",1
"Q11555325",4
"Q1155561",2
"Q1155596",1
"Q1155622",22
"Q1155630",1
"Q1155688",4
"Q11558636",5
"Q11558697",1
"Q11559422",51
"Q11559533",14
"Q1156016",8
"Q1156073",21
"Q11562912",2
"Q11562938",1
"Q11563",43
"Q1156329",9
"Q1156402",2
"Q11564158",3
"Q11564196",1
"Q11565586",2
"Q1156659",17
"Q115667",7
"Q1156686",38
"Q1156696",1
"Q11567",4
"Q11567051",6
"Q11567161",4
"Q1156739",3
"Q1156741",4
"Q1156766",2
"Q1156793",2
"Q1156811",23
"Q1156831",273
"Q1156854",33
"Q1156875",13
"Q1156881",1
"Q1156895",9
"Q1156976",3
"Q1157068",1
"Q11570779",1
"Q11570784",1
"Q11570893",6
"Q11570934",3
"Q11570991",1
"Q11571013",3
"Q11571060",2
"Q11571545",1
"Q11572071",1
"Q11573",7
"Q11573099",2
"Q11573504",7
"Q11573847",1
"Q11573863",12
"Q11575",1
"Q1157625",3
"Q11578774",2
"Q115807",1
"Q11580865",1
"Q1158173",50
"Q11582564",13
"Q11582670",1
"Q11582691",62
"Q1158353",1
"Q1158416",3
"Q11585131",6
"Q11587",1
"Q1158769",10
"Q1158778",1
"Q1158818",2
"Q11588252",1
"Q11588275",2
"Q11588362",2
"Q1158847",2
"Q1158874",1
"Q1159201",2
"Q115940",6
"Q1159457",3
"Q11595976",1
"Q11597731",1
"Q11598264",1
"Q11598565",43
"Q11598569",1
"Q116",123
"Q1160214",1
"Q11603901",271
"Q1160505",1
"Q1160533",8
"Q1160546",6
"Q11606",5
"Q1160621",5
"Q1160650",1
"Q1160695",4
"Q11607562",31
"Q11607592",18
"Q11608028",2
"Q1160830",1
"Q1160920",28
"Q1161047",10
"Q11611056",1
"Q11611231",1
"Q1161138",2
"Q1161145",13
"Q1161151",1
"Q1161185",44
"Q11613006",3
"Q1161355",4
"Q1161519",17
"Q11615913",3
"Q1161707",4
"Q1161714",15
"Q11618279",1
"Q1161829",2
"Q11618417",4
"Q11618908",1
"Q11619980",7
"Q116213",2
"Q1162163",15
"Q1162303",2
"Q1162425",1
"Q1162560",48
"Q11626459",2
"Q11626671",2
"Q11626718",2
"Q116269",2
"Q11626933",1
"Q11626975",7
"Q1162779",4
"Q1162817",1
"Q1162835",191
"Q11629",644
"Q11630520",1
"Q11631",21
"Q11631628",7
"Q1163166",4
"Q1163179",1
"Q11632211",9
"Q11632531",5
"Q1163256",6
"Q1163279",3
"Q11633",55
"Q1163325",1
"Q1163330",8
"Q11634",542
"Q11635",524
"Q11635005",4
"Q1163564",1
"Q1163643",1
"Q1163673",1
"Q1163768",1
"Q11638004",2
"Q11638024",1
"Q11638036",1
"Q11639",276
"Q11639620",1
"Q11640",2
"Q11640472",3
"Q1164174",4
"Q1164196",10
"Q11642",13
"Q11642516",1
"Q1164267",201
"Q11643373",3
"Q116434",1
"Q11643409",1
"Q11643709",1
"Q11643859",4
"Q11643860",4
"Q11643861",21
"Q1164432",2
"Q11644820",3
"Q11644859",3
"Q1164616",7
"Q1164668",1
"Q1164847",8
"Q1164918",1
"Q1164991",4
"Q11650",7
"Q11650194",2
"Q11651",3
"Q11652",1
"Q1165204",1
"Q11653",32
"Q1165574",5
"Q11656",5
"Q1165721",1
"Q1165767",1
"Q11658",3
"Q1165822",22
"Q1165838",65
"Q1165859",22
"Q1165944",1
"Q11660",11
"Q1166049",1
"Q116609",10
"Q11661",5
"Q1166178",9
"Q1166205",1
"Q11663",64
"Q116634",11
"Q11663745",1
"Q11664040",1
"Q11664239",2
"Q11664270",10
"Q1166540",1
"Q11665557",1
"Q1166574",304
"Q1166618",2
"Q1166625",149
"Q11666766",6
"Q11666901",21
"Q1166770",6
"Q11668204",1
"Q11668273",1
"Q1166864",1
"Q11668898",1
"Q1166947",5
"Q11670314",6
"Q11672592",1
"Q11672707",19
"Q1167393",61
"Q11679502",9
"Q11679907",2
"Q11680313",97
"Q11680468",12
"Q11681",1
"Q11681054",2
"Q11681141",2
"Q1168120",6
"Q11681271",8
"Q11681510",1
"Q11681843",1
"Q11682252",5
"Q11682254",1
"Q1168263",1
"Q11685431",2
"Q11685509",18
"Q11685588",2
"Q11685589",1
"Q1168568",2
"Q11687",4
"Q11687022",1
"Q116872",2
"Q11688446",110
"Q11689382",1
"Q11690026",10
"Q11691",172
"Q11691318",2773
"Q1169199",1
"Q11692",4
"Q11693",1
"Q1169332",2
"Q1169393",2
"Q11694117",1
"Q11694395",1
"Q11695935",2
"Q11696",1
"Q11696869",4
"Q1169748",25
"Q11698189",10
"Q1169870",194
"Q11698842",15
"Q11700336",12
"Q11701",3
"Q117010",2
"Q11701966",1
"Q11703715",439
"Q11703741",3
"Q11703950",14
"Q1170410",38
"Q11704530",1
"Q11705021",3
"Q11705181",1
"Q11706236",1
"Q11707",2137
"Q11708421",40
"Q11708504",21
"Q11711834",1
"Q11713167",1
"Q1171347",1
"Q11714785",1
"Q1171676",2
"Q117191",1
"Q1172021",2
"Q117205",8
"Q1172162",2
"Q11722126",7
"Q11722303",1919
"Q11722517",1
"Q1172264",1
"Q1172284",82
"Q11722858",1
"Q1172313",6
"Q11723142",1
"Q11723296",1
"Q1172333",2
"Q1172354",2
"Q1172362",3
"Q1172367",1
"Q11723797",1
"Q11723798",1
"Q11723813",1
"Q117247",5
"Q1172474",2
"Q1172477",1
"Q1172480",14
"Q1172486",4
"Q1172599",44
"Q11726974",1
"Q11726988",1
"Q1172744",1
"Q1172788",1
"Q1172903",85
"Q1173065",18
"Q11731194",1
"Q11732217",18
"Q11732289",1
"Q11733787",1
"Q11734477",39
"Q11735065",2
"Q1173515",1
"Q11735492",1
"Q1173555",1
"Q11735645",2
"Q117364",7
"Q11739683",2
"Q11744885",1
"Q1174599",1
"Q11746101",339
"Q1174791",117
"Q1174821",1
"Q11748378",11
"Q11749900",1
"Q1175042",1
"Q11750539",1
"Q11751431",1
"Q11753232",2
"Q11753321",24896
"Q1175507",1
"Q1175512",4
"Q1175522",7
"Q11755853",15
"Q11755860",14
"Q11755878",4
"Q11755880",2291
"Q11755959",2723
"Q11756",3
"Q11756304",2
"Q11757551",5
"Q1175763",1
"Q11762356",4
"Q11764",2
"Q11765",12
"Q11768",3
"Q11771944",19
"Q1177362",2
"Q11773922",9
"Q11773926",29
"Q11774062",75
"Q11774097",184
"Q11774149",42
"Q11774263",2113
"Q11774604",9
"Q11774746",18
"Q11774771",9
"Q11775137",2
"Q11775750",5
"Q11776944",1
"Q11779601",1
"Q117801",1
"Q11780435",25
"Q11781066",1140
"Q1178242",3
"Q11782565",2
"Q117827",21
"Q11782814",44
"Q11782821",5
"Q11783508",7
"Q11783626",4
"Q11784935",4
"Q117850",24
"Q1178520",1
"Q11785437",52
"Q11785438",23
"Q117879",8
"Q11788382",5
"Q1178883",3
"Q117890",5
"Q1178921",2
"Q11789735",182
"Q1179112",7
"Q1179189",34
"Q1179427",24
"Q1179447",1
"Q1179466",1
"Q11795219",1
"Q11795382",2
"Q11796413",657
"Q1179655",1
"Q11796946",1
"Q11797549",3
"Q11797571",2
"Q11797572",4
"Q1179791",18
"Q11798212",2
"Q11798648",1
"Q117987",3
"Q11798944",5
"Q11799049",2
"Q11799101",5
"Q118",246
"Q1180029",1
"Q11800357",3
"Q11801536",6
"Q11802343",22
"Q1180262",16
"Q1180267",22
"Q1180505",4
"Q118076",1
"Q118084",2
"Q11812011",1
"Q11812346",34
"Q11813353",1
"Q1181347",1
"Q1181413",19
"Q11815270",1
"Q118155",1
"Q11815562",3
"Q1181593",1
"Q1181693",3
"Q118171",1
"Q1181895",1
"Q11819260",6
"Q1181933",1
"Q1182010",1
"Q11820947",1
"Q11821162",3
"Q11821529",1
"Q11821744",1
"Q1182203",1
"Q11822912",4
"Q11822917",316
"Q118240",1
"Q11826511",6
"Q11827301",7
"Q11827303",1
"Q1182746",2
"Q11827636",1
"Q11828004",2
"Q118289",1
"Q1182938",2
"Q1182952",2
"Q1183157",1
"Q11831791",1
"Q11832170",3
"Q118322",10
"Q11832860",56
"Q11834046",10
"Q1183485",1
"Q11834910",26
"Q1183543",215
"Q11835431",2
"Q1183559",5
"Q11837290",2
"Q1183978",5
"Q1184072",266
"Q11841281",3
"Q1184151",1
"Q1184244",8
"Q1184247",1
"Q1184268",3
"Q1184466",1
"Q1184488",1
"Q1184788",8
"Q1184840",10
"Q11849395",27
"Q1184953",1
"Q11850905",3
"Q1185241",1
"Q1185274",8
"Q1185409",1
"Q11854279",3
"Q118547",2
"Q1185562",20
"Q1185607",2
"Q11857638",1
"Q1185862",1
"Q1185865",46
"Q1186029",14
"Q11861249",5
"Q1186171",9
"Q11862723",8
"Q11862728",6
"Q11862729",6
"Q11862829",222
"Q11863088",1
"Q11863090",1
"Q11863091",14
"Q11863092",1
"Q11863217",1
"Q11863343",2
"Q1186375",16
"Q1186399",2
"Q1186471",24
"Q11864758",1
"Q1186515",1
"Q1186703",1
"Q1186710",1
"Q11867145",1
"Q1186723",7
"Q11868379",4
"Q11868838",2
"Q1186933",6
"Q1186978",4
"Q1186981",17
"Q1187092",2
"Q11871",2
"Q11871186",1
"Q1187134",1
"Q11871615",11
"Q11871664",8
"Q11871823",2
"Q1187338",2
"Q11873437",5
"Q11873756",2
"Q11874654",5
"Q1187491",1
"Q1187515",18
"Q1187580",155
"Q1187635",1
"Q11876497",3
"Q1187656",1
"Q1187691",1098
"Q1187704",2
"Q11877099",1
"Q11877717",3
"Q1187807",69
"Q11878071",1
"Q1187811",26
"Q1187849",33
"Q1187914",1
"Q11879590",10779
"Q1187968",4
"Q11880442",2
"Q1188075",27
"Q1188107",1
"Q118819",1
"Q1188223",6
"Q1188382",1
"Q1188403",2
"Q1188457",2
"Q1188480",6
"Q11885129",1
"Q1188553",1
"Q11885709",1
"Q1188574",2
"Q1188622",1
"Q1188648",1
"Q1188663",3
"Q1188673",10
"Q1188693",11
"Q1188726",3
"Q1188736",53
"Q11887871",11
"Q1188791",1
"Q1188835",1
"Q1188852",4
"Q1188853",3
"Q11888579",1
"Q1188866",813
"Q11889241",1
"Q11889441",1
"Q1188986",4
"Q11891350",3
"Q1189275",3
"Q11893113",9
"Q11893115",1
"Q1189350",69
"Q11893859",2
"Q11894227",1
"Q11894661",6
"Q11895083",8
"Q1189745",2
"Q11897614",2
"Q11897813",2
"Q119",255
"Q11900058",2
"Q1190017",8
"Q11900212",5
"Q11900292",1
"Q1190152",1
"Q1190172",30
"Q1190176",35
"Q1190183",34
"Q1190207",45
"Q11902699",6
"Q1190275",13
"Q1190278",1
"Q11902783",10
"Q11902879",3
"Q11903030",2
"Q11903158",14
"Q11903387",1
"Q1190392",9
"Q1190435",21
"Q1190552",6
"Q1190554",2180
"Q11906196",14
"Q1190668",3
"Q11906833",1
"Q11906839",12
"Q1190781",37
"Q1190797",1
"Q11908236",1
"Q1190880",2
"Q1190910",2
"Q11909100",1
"Q11909230",107
"Q119094",1
"Q1190985",1
"Q1190993",23
"Q11910247",130
"Q1191035",1
"Q11910414",11
"Q1191150",15
"Q1191199",40
"Q1191255",2
"Q1191271",2
"Q11912890",6
"Q11912920",2
"Q1191303",2
"Q1191337",4
"Q11913525",1
